"Name","Directory","Length","LastWriteTime"
"modeling_tf_data2vec_vision.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\data2vec","73392","2025-08-27 8:21:24 PM"
"modeling_data2vec_audio.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\data2vec\__pycache__","70275","2025-08-27 8:21:33 PM"
"modeling_data2vec_text.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\data2vec\__pycache__","66580","2025-08-27 8:21:33 PM"
"modeling_data2vec_vision.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\data2vec\__pycache__","74220","2025-08-27 8:21:33 PM"
"modeling_tf_data2vec_vision.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\data2vec\__pycache__","95820","2025-08-27 8:21:33 PM"
"modeling_dbrx.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dbrx","55104","2025-08-27 8:21:24 PM"
"modeling_dbrx.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dbrx\__pycache__","62526","2025-08-27 8:21:33 PM"
"modeling_deberta.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deberta","48815","2025-08-27 8:21:24 PM"
"modeling_tf_deberta.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deberta","69231","2025-08-27 8:21:24 PM"
"modeling_deberta.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deberta\__pycache__","66544","2025-08-27 8:21:34 PM"
"modeling_tf_deberta.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deberta\__pycache__","95399","2025-08-27 8:21:34 PM"
"modeling_deberta_v2.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deberta_v2","56783","2025-08-27 8:21:24 PM"
"modeling_tf_deberta_v2.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deberta_v2","81610","2025-08-27 8:21:24 PM"
"modeling_deberta_v2.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deberta_v2\__pycache__","73414","2025-08-27 8:21:34 PM"
"modeling_tf_deberta_v2.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deberta_v2\__pycache__","107335","2025-08-27 8:21:34 PM"
"modeling_decision_transformer.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\decision_transformer","43242","2025-08-27 8:21:24 PM"
"modeling_decision_transformer.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\decision_transformer\__pycache__","45669","2025-08-27 8:21:34 PM"
"modeling_deepseek_v2.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deepseek_v2","27426","2025-08-27 8:21:24 PM"
"modeling_deepseek_v2.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deepseek_v2\__pycache__","37224","2025-08-27 8:21:34 PM"
"modeling_deepseek_v3.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deepseek_v3","29907","2025-08-27 8:21:24 PM"
"modeling_deepseek_v3.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deepseek_v3\__pycache__","41079","2025-08-27 8:21:34 PM"
"modeling_deepseek_vl.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deepseek_vl","15754","2025-08-27 8:21:24 PM"
"modeling_deepseek_vl.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deepseek_vl\__pycache__","18998","2025-08-27 8:21:34 PM"
"modeling_deepseek_vl_hybrid.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deepseek_vl_hybrid","23072","2025-08-27 8:21:24 PM"
"modeling_deepseek_vl_hybrid.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deepseek_vl_hybrid\__pycache__","29455","2025-08-27 8:21:34 PM"
"modeling_deformable_detr.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deformable_detr","88407","2025-08-27 8:21:24 PM"
"modeling_deformable_detr.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deformable_detr\__pycache__","101984","2025-08-27 8:21:34 PM"
"modeling_deit.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deit","38385","2025-08-27 8:21:24 PM"
"modeling_tf_deit.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deit","51676","2025-08-27 8:21:24 PM"
"modeling_deit.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deit\__pycache__","48348","2025-08-27 8:21:34 PM"
"modeling_tf_deit.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deit\__pycache__","67409","2025-08-27 8:21:34 PM"
"modeling_deta.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\deta","135354","2025-08-27 8:21:24 PM"
"modeling_deta.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\deta\__pycache__","164747","2025-08-27 8:21:34 PM"
"modeling_efficientformer.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\efficientformer","33763","2025-08-27 8:21:24 PM"
"modeling_tf_efficientformer.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\efficientformer","49408","2025-08-27 8:21:24 PM"
"modeling_efficientformer.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\efficientformer\__pycache__","49385","2025-08-27 8:21:35 PM"
"modeling_tf_efficientformer.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\efficientformer\__pycache__","73423","2025-08-27 8:21:35 PM"
"modeling_ernie_m.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\ernie_m","47199","2025-08-27 8:21:24 PM"
"modeling_ernie_m.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\ernie_m\__pycache__","53112","2025-08-27 8:21:35 PM"
"configuration_gptsan_japanese.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\gptsan_japanese","7169","2025-08-27 8:21:24 PM"
"modeling_gptsan_japanese.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\gptsan_japanese","64863","2025-08-27 8:21:24 PM"
"tokenization_gptsan_japanese.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\gptsan_japanese","23347","2025-08-27 8:21:24 PM"
"configuration_gptsan_japanese.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\gptsan_japanese\__pycache__","6858","2025-08-27 8:21:35 PM"
"modeling_gptsan_japanese.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\gptsan_japanese\__pycache__","72183","2025-08-27 8:21:35 PM"
"tokenization_gptsan_japanese.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\gptsan_japanese\__pycache__","29373","2025-08-27 8:21:35 PM"
"modeling_graphormer.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\graphormer","37118","2025-08-27 8:21:24 PM"
"modeling_graphormer.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\graphormer\__pycache__","49791","2025-08-27 8:21:35 PM"
"modeling_jukebox.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\jukebox","119621","2025-08-27 8:21:24 PM"
"modeling_jukebox.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\jukebox\__pycache__","149508","2025-08-27 8:21:35 PM"
"modeling_mctct.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\mctct","32550","2025-08-27 8:21:24 PM"
"modeling_mctct.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\mctct\__pycache__","40730","2025-08-27 8:21:35 PM"
"modeling_mega.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\mega","109441","2025-08-27 8:21:24 PM"
"modeling_mega.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\mega\__pycache__","117276","2025-08-27 8:21:35 PM"
"modeling_mmbt.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\mmbt","18983","2025-08-27 8:21:24 PM"
"modeling_mmbt.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\mmbt\__pycache__","19864","2025-08-27 8:21:35 PM"
"modeling_nat.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\nat","39841","2025-08-27 8:21:24 PM"
"modeling_nat.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\nat\__pycache__","53046","2025-08-27 8:21:35 PM"
"modeling_nezha.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\nezha","73783","2025-08-27 8:21:24 PM"
"modeling_nezha.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\nezha\__pycache__","85857","2025-08-27 8:21:35 PM"
"configuration_open_llama.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\open_llama","7800","2025-08-27 8:21:24 PM"
"modeling_open_llama.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\open_llama","42632","2025-08-27 8:21:24 PM"
"configuration_open_llama.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\open_llama\__pycache__","7465","2025-08-27 8:21:35 PM"
"modeling_open_llama.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\open_llama\__pycache__","50696","2025-08-27 8:21:35 PM"
"modeling_qdqbert.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\qdqbert","76658","2025-08-27 8:21:24 PM"
"modeling_qdqbert.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\qdqbert\__pycache__","84900","2025-08-27 8:21:35 PM"
"modeling_realm.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\realm","83315","2025-08-27 8:21:24 PM"
"modeling_realm.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\realm\__pycache__","95138","2025-08-27 8:21:35 PM"
"modeling_retribert.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\retribert","9349","2025-08-27 8:21:24 PM"
"modeling_retribert.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\retribert\__pycache__","11301","2025-08-27 8:21:35 PM"
"modeling_speech_to_text_2.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\speech_to_text_2","43222","2025-08-27 8:21:24 PM"
"modeling_speech_to_text_2.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\speech_to_text_2\__pycache__","46599","2025-08-27 8:21:35 PM"
"modeling_trajectory_transformer.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\trajectory_transformer","25472","2025-08-27 8:21:24 PM"
"modeling_trajectory_transformer.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\trajectory_transformer\__pycache__","33094","2025-08-27 8:21:36 PM"
"modeling_tf_transfo_xl.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\transfo_xl","46054","2025-08-27 8:21:24 PM"
"modeling_tf_transfo_xl_utilities.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\transfo_xl","7633","2025-08-27 8:21:24 PM"
"modeling_transfo_xl.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\transfo_xl","56094","2025-08-27 8:21:24 PM"
"modeling_transfo_xl_utilities.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\transfo_xl","10859","2025-08-27 8:21:24 PM"
"modeling_tf_transfo_xl.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\transfo_xl\__pycache__","53826","2025-08-27 8:21:36 PM"
"modeling_tf_transfo_xl_utilities.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\transfo_xl\__pycache__","8809","2025-08-27 8:21:36 PM"
"modeling_transfo_xl.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\transfo_xl\__pycache__","71230","2025-08-27 8:21:36 PM"
"modeling_transfo_xl_utilities.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\transfo_xl\__pycache__","13351","2025-08-27 8:21:36 PM"
"modeling_tvlt.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\tvlt","56305","2025-08-27 8:21:24 PM"
"modeling_tvlt.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\tvlt\__pycache__","68299","2025-08-27 8:21:36 PM"
"modeling_van.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\van","21234","2025-08-27 8:21:24 PM"
"modeling_van.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\van\__pycache__","30517","2025-08-27 8:21:36 PM"
"modeling_vit_hybrid.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\vit_hybrid","32420","2025-08-27 8:21:24 PM"
"modeling_vit_hybrid.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\vit_hybrid\__pycache__","42993","2025-08-27 8:21:36 PM"
"modeling_xlm_prophetnet.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\xlm_prophetnet","114219","2025-08-27 8:21:24 PM"
"modeling_xlm_prophetnet.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\deprecated\xlm_prophetnet\__pycache__","119171","2025-08-27 8:21:36 PM"
"modeling_depth_anything.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\depth_anything","16684","2025-08-27 8:21:24 PM"
"modeling_depth_anything.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\depth_anything\__pycache__","22311","2025-08-27 8:21:36 PM"
"modeling_depth_pro.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\depth_pro","43092","2025-08-27 8:21:24 PM"
"modeling_depth_pro.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\depth_pro\__pycache__","49943","2025-08-27 8:21:36 PM"
"modeling_detr.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\detr","77631","2025-08-27 8:21:24 PM"
"modeling_detr.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\detr\__pycache__","89596","2025-08-27 8:21:36 PM"
"modeling_dia.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dia","42391","2025-08-27 8:21:24 PM"
"modeling_dia.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dia\__pycache__","49452","2025-08-27 8:21:36 PM"
"configuration_diffllama.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\diffllama","10688","2025-08-27 8:21:24 PM"
"modeling_diffllama.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\diffllama","35130","2025-08-27 8:21:24 PM"
"modular_diffllama.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\diffllama","20373","2025-08-27 8:21:24 PM"
"configuration_diffllama.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\diffllama\__pycache__","9995","2025-08-27 8:21:36 PM"
"modeling_diffllama.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\diffllama\__pycache__","42698","2025-08-27 8:21:36 PM"
"modular_diffllama.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\diffllama\__pycache__","24013","2025-08-27 8:21:36 PM"
"modeling_dinat.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dinat","34939","2025-08-27 8:21:24 PM"
"modeling_dinat.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dinat\__pycache__","47907","2025-08-27 8:21:36 PM"
"modeling_dinov2.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dinov2","33624","2025-08-27 8:21:24 PM"
"modeling_flax_dinov2.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dinov2","31050","2025-08-27 8:21:24 PM"
"modeling_dinov2.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dinov2\__pycache__","45347","2025-08-27 8:21:37 PM"
"modeling_flax_dinov2.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dinov2\__pycache__","39686","2025-08-27 8:21:37 PM"
"modeling_dinov2_with_registers.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dinov2_with_registers","35833","2025-08-27 8:21:24 PM"
"modeling_dinov2_with_registers.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dinov2_with_registers\__pycache__","47142","2025-08-27 8:21:37 PM"
"modeling_distilbert.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\distilbert","57139","2025-08-27 8:21:24 PM"
"modeling_flax_distilbert.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\distilbert","32922","2025-08-27 8:21:24 PM"
"modeling_tf_distilbert.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\distilbert","48995","2025-08-27 8:21:24 PM"
"modeling_distilbert.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\distilbert\__pycache__","64865","2025-08-27 8:21:37 PM"
"modeling_flax_distilbert.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\distilbert\__pycache__","41138","2025-08-27 8:21:37 PM"
"modeling_tf_distilbert.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\distilbert\__pycache__","63392","2025-08-27 8:21:37 PM"
"modeling_doge.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\doge","36111","2025-08-27 8:21:24 PM"
"modeling_doge.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\doge\__pycache__","45641","2025-08-27 8:21:37 PM"
"modeling_donut_swin.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\donut","45759","2025-08-27 8:21:24 PM"
"modeling_donut_swin.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\donut\__pycache__","57187","2025-08-27 8:21:37 PM"
"modeling_dots1.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dots1","27372","2025-08-27 8:21:24 PM"
"modeling_dots1.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dots1\__pycache__","36608","2025-08-27 8:21:37 PM"
"modeling_dpr.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dpr","22826","2025-08-27 8:21:24 PM"
"modeling_tf_dpr.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dpr","33857","2025-08-27 8:21:24 PM"
"modeling_dpr.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dpr\__pycache__","25418","2025-08-27 8:21:37 PM"
"modeling_tf_dpr.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dpr\__pycache__","38293","2025-08-27 8:21:37 PM"
"modeling_dpt.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dpt","54852","2025-08-27 8:21:24 PM"
"modeling_dpt.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\dpt\__pycache__","71456","2025-08-27 8:21:37 PM"
"modeling_d_fine.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\d_fine","105231","2025-08-27 8:21:24 PM"
"modeling_d_fine.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\d_fine\__pycache__","129048","2025-08-27 8:21:33 PM"
"modeling_efficientloftr.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\efficientloftr","57676","2025-08-27 8:21:24 PM"
"modeling_efficientloftr.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\efficientloftr\__pycache__","71308","2025-08-27 8:21:37 PM"
"modeling_efficientnet.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\efficientnet","21370","2025-08-27 8:21:24 PM"
"modeling_efficientnet.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\efficientnet\__pycache__","28278","2025-08-27 8:21:37 PM"
"modeling_electra.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\electra","69468","2025-08-27 8:21:24 PM"
"modeling_flax_electra.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\electra","62613","2025-08-27 8:21:24 PM"
"modeling_tf_electra.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\electra","78430","2025-08-27 8:21:24 PM"
"modeling_electra.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\electra\__pycache__","79068","2025-08-27 8:21:37 PM"
"modeling_flax_electra.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\electra\__pycache__","70432","2025-08-27 8:21:37 PM"
"modeling_tf_electra.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\electra\__pycache__","91185","2025-08-27 8:21:37 PM"
"modeling_emu3.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\emu3","64961","2025-08-27 8:21:24 PM"
"modeling_emu3.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\emu3\__pycache__","91033","2025-08-27 8:21:38 PM"
"modeling_encodec.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\encodec","34636","2025-08-27 8:21:24 PM"
"modeling_encodec.cpython-311.pyc","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\encodec\__pycache__","45782","2025-08-27 8:21:38 PM"
"modeling_encoder_decoder.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\encoder_decoder","30087","2025-08-27 8:21:24 PM"
"modeling_flax_encoder_decoder.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\encoder_decoder","43595","2025-08-27 8:21:24 PM"
"modeling_tf_encoder_decoder.py","C:\Users\User\LocalAISetup\text-generation-webui\installer_files\env\Lib\site-packages\transformers\models\encoder_decoder","34246","2025-08-27 8:21:24 PM"
